Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months,Spending_To_Income_Ratio,Monthly_Spend_Velocity,Discount_Sensitivity,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Sum,RFM_Segment,Predicted_CLV_3Yr,CLV_Tier,Cluster,Customer_Persona
LUM-1716,37,Female,Tokyo,77300.0,3139.37,209.29,15,Fragrance,0.09,10,58,0.0406,54.13,Low,4,2,2,422,8,Potential Loyalists,1038.65,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1717,37,Female,London,75700.0,2825.74,256.89,11,Makeup,0.46,33,58,0.0373,48.72,High,2,1,2,212,5,Lost Customers,934.84,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1718,32,Female,Tokyo,141600.0,6104.93,196.93,31,Skincare,0.22,24,43,0.0431,141.98,Moderate,3,4,5,345,12,Loyal Customers,2724.31,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1719,35,Female,New York,75900.0,3499.87,249.99,14,Haircare,0.2,158,58,0.0461,60.34,Moderate,1,2,3,123,6,At Risk,1157.8,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1720,39,Female,Dubai,75700.0,2945.21,84.15,35,Skincare,0.31,21,37,0.0389,79.6,Moderate,3,5,2,352,10,Potential Loyalists,1527.36,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1721,18,Female,Los Angeles,37300.0,1344.51,134.45,10,Makeup,0.69,2,40,0.036,33.61,High,5,1,1,511,7,Lost Customers,644.91,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1722,21,Female,Tokyo,62600.0,2749.22,98.19,28,Makeup,0.19,132,59,0.0439,46.6,Low,1,4,2,142,7,At Risk,894.16,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1723,44,Female,London,56400.0,2801.73,127.35,22,Skincare,0.08,64,19,0.0497,147.46,Low,1,3,2,132,6,At Risk,2829.46,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1724,37,Female,London,58200.0,2016.48,224.05,9,Haircare,0.32,6,5,0.0346,403.3,Moderate,5,1,1,511,7,Lost Customers,7738.52,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1725,33,Female,Los Angeles,85200.0,3202.47,86.55,37,Skincare,0.31,82,36,0.0376,88.96,Moderate,1,5,3,153,9,Loyal Customers,1706.96,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1726,36,Non-Binary,Milan,22000.0,938.32,156.39,6,Fragrance,0.14,14,14,0.0427,67.02,Low,4,1,1,411,6,Lost Customers,1285.98,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1727,39,Female,New York,32100.0,1883.58,171.23,11,Bath & Body,0.53,16,26,0.0587,72.45,High,4,1,1,411,6,Lost Customers,1390.17,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1728,30,Male,London,81100.0,3227.55,179.31,18,Fragrance,0.14,82,8,0.0398,403.44,Low,1,2,3,123,6,At Risk,7741.21,Gold Tier 🥇,2,Budget Conscious 💄
LUM-1729,27,Female,Paris,89200.0,3523.62,160.16,22,Bath & Body,0.33,26,44,0.0395,80.08,Moderate,3,3,3,333,9,Loyal Customers,1536.58,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1730,38,Female,Dubai,76800.0,3240.4,216.03,15,Makeup,0.1,5,13,0.0422,249.26,Low,5,2,3,523,10,Potential Loyalists,4782.8,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1731,25,Female,Tokyo,83600.0,3162.52,102.02,31,Haircare,0.36,16,50,0.0378,63.25,High,4,4,3,443,11,Loyal Customers,1213.64,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1732,40,Female,Milan,70700.0,2541.39,133.76,19,Skincare,0.83,44,29,0.0359,87.63,High,2,3,2,232,7,At Risk,1681.44,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1733,18,Female,Los Angeles,84400.0,3864.91,184.04,21,Haircare,0.08,6,50,0.0458,77.3,Low,5,3,4,534,12,Loyal Customers,1483.23,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1734,47,Female,Dubai,100200.0,4445.75,193.29,23,Skincare,0.45,31,26,0.0444,170.99,High,3,3,4,334,10,Loyal Customers,3280.96,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1735,41,Female,New York,99900.0,4050.37,150.01,27,Fragrance,0.35,41,20,0.0405,202.52,High,2,4,4,244,10,Loyal Customers,3885.95,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1736,38,Female,Milan,60900.0,2707.15,225.6,12,Fragrance,0.27,14,29,0.0445,93.35,Moderate,4,1,2,412,7,Potential Loyalists,1791.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1737,46,Female,Tokyo,117000.0,4973.3,150.71,33,Skincare,0.67,41,56,0.0425,88.81,High,2,5,5,255,12,Loyal Customers,1704.09,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1738,54,Non-Binary,Tokyo,90500.0,3714.5,148.58,25,Haircare,0.29,75,57,0.041,65.17,Moderate,1,4,3,143,8,Loyal Customers,1250.48,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1739,47,Female,Los Angeles,128100.0,4857.78,101.2,48,Skincare,0.19,22,58,0.0379,83.75,Low,3,5,5,355,13,Loyal Customers,1607.0,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1740,18,Female,Paris,135200.0,5243.8,174.79,30,Makeup,0.29,16,43,0.0388,121.95,Moderate,4,4,5,445,13,Champions,2339.98,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1741,21,Female,Los Angeles,34500.0,2125.45,193.22,11,Fragrance,0.21,10,23,0.0616,92.41,Moderate,4,1,1,411,6,Lost Customers,1773.16,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1742,29,Female,New York,54900.0,2437.5,97.5,25,Makeup,0.41,32,53,0.0444,45.99,High,2,4,2,242,8,At Risk,882.46,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1743,36,Female,Milan,113500.0,4271.69,133.49,32,Fragrance,0.27,74,36,0.0376,118.66,Moderate,1,5,4,154,10,Loyal Customers,2276.85,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1744,41,Female,Milan,26700.0,1478.6,211.23,7,Fragrance,0.07,13,58,0.0554,25.49,Low,4,1,1,411,6,Lost Customers,489.1,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1745,28,Female,London,134700.0,5411.37,142.4,38,Bath & Body,0.23,17,35,0.0402,154.61,Moderate,4,5,5,455,14,Champions,2966.66,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1746,38,Female,Paris,73000.0,3215.88,119.11,27,Makeup,0.22,18,50,0.0441,64.32,Moderate,4,4,3,443,11,Loyal Customers,1234.17,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1747,27,Female,Paris,105100.0,4344.35,197.47,22,Makeup,0.09,28,56,0.0413,77.58,Low,3,3,4,334,10,Loyal Customers,1488.61,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1748,29,Female,Milan,80900.0,3083.5,114.2,27,Bath & Body,0.56,9,20,0.0381,154.18,High,4,4,2,442,10,Potential Loyalists,2958.41,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1749,20,Female,Milan,36300.0,2001.53,222.39,9,Haircare,0.22,60,5,0.0551,400.31,Moderate,1,1,1,111,3,Lost Customers,7681.15,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1750,25,Female,Dubai,121900.0,4775.04,99.48,48,Makeup,0.36,12,26,0.0392,183.66,High,4,5,5,455,14,Champions,3524.07,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1751,21,Female,Dubai,178362.5,6631.96,200.97,33,Skincare,0.57,42,3,0.0372,2210.65,High,2,5,5,255,12,Loyal Customers,42417.95,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1752,25,Male,Dubai,67000.0,3073.65,161.77,19,Bath & Body,0.1,25,8,0.0459,384.21,Low,3,3,2,332,8,Potential Loyalists,7372.22,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1753,47,Female,Paris,73700.0,2943.41,226.42,13,Makeup,0.26,30,21,0.0399,140.16,Moderate,3,1,2,312,6,Potential Loyalists,2689.39,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1754,25,Female,London,22000.0,797.71,99.71,8,Haircare,0.24,6,24,0.0363,33.24,Moderate,5,1,1,511,7,Lost Customers,637.81,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1755,64,Female,Tokyo,132300.0,4830.32,193.21,25,Makeup,0.29,46,53,0.0365,91.14,Moderate,2,4,5,245,11,Loyal Customers,1748.79,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1756,41,Male,Dubai,116900.0,4537.01,174.5,26,Fragrance,0.18,7,45,0.0388,100.82,Low,5,4,4,544,13,Champions,1934.53,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1757,38,Female,London,24300.0,1523.99,169.33,9,Skincare,0.31,4,10,0.0627,152.4,Moderate,5,1,1,511,7,Lost Customers,2924.25,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1758,26,Female,Los Angeles,22000.0,1010.78,168.46,6,Bath & Body,0.46,27,7,0.0459,144.4,High,3,1,1,311,5,Need Attention,2770.75,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1759,43,Female,New York,22000.0,1197.8,199.63,6,Fragrance,0.29,43,54,0.0544,22.18,Moderate,2,1,1,211,4,Lost Customers,425.59,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1760,29,Female,Dubai,107600.0,3901.02,243.81,16,Haircare,0.3,1,11,0.0363,354.64,Moderate,5,2,4,524,11,Potential Loyalists,6804.83,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1761,37,Female,Los Angeles,111100.0,4683.11,97.56,48,Fragrance,0.45,2,49,0.0422,95.57,High,5,5,5,555,15,Champions,1833.8,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1762,64,Female,Tokyo,52700.0,2859.7,84.11,34,Fragrance,0.24,56,23,0.0543,124.33,Moderate,1,5,2,152,8,At Risk,2385.64,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1763,34,Male,New York,102500.0,4570.28,217.63,21,Haircare,0.18,57,30,0.0446,152.34,Low,1,3,5,135,9,Loyal Customers,2923.1,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1764,48,Female,New York,90600.0,3960.49,99.01,40,Fragrance,0.45,9,48,0.0437,82.51,High,4,5,4,454,13,Champions,1583.2,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1765,28,Female,Tokyo,72100.0,3282.25,252.48,13,Bath & Body,0.22,33,6,0.0455,547.04,Moderate,2,1,3,213,6,Lost Customers,10496.6,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1766,35,Non-Binary,Dubai,119000.0,4043.44,183.79,22,Makeup,0.21,20,58,0.034,69.71,Moderate,3,3,4,334,10,Loyal Customers,1337.6,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1767,55,Female,Paris,42800.0,2051.15,186.47,11,Fragrance,0.17,35,26,0.0479,78.89,Low,2,1,1,211,4,Lost Customers,1513.74,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1768,29,Female,Tokyo,125200.0,4733.17,112.69,42,Bath & Body,0.13,69,10,0.0378,473.32,Low,1,5,5,155,11,Loyal Customers,9082.06,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1769,55,Female,Tokyo,59500.0,2846.64,118.61,24,Makeup,0.08,2,54,0.0478,52.72,Low,5,4,2,542,11,Potential Loyalists,1011.59,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1770,43,Female,Tokyo,147400.0,4897.72,195.91,25,Makeup,0.16,52,19,0.0332,257.77,Low,2,4,5,245,11,Loyal Customers,4946.09,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1771,29,Female,New York,49800.0,2300.89,230.09,10,Fragrance,0.37,23,36,0.0462,63.91,High,3,1,1,311,5,Need Attention,1226.31,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1772,42,Male,London,72700.0,2980.17,248.35,12,Bath & Body,0.21,29,22,0.041,135.46,Moderate,3,1,2,312,6,Potential Loyalists,2599.21,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1773,46,Female,Los Angeles,87100.0,3884.03,114.24,34,Fragrance,0.19,37,18,0.0446,215.78,Low,2,5,4,254,11,Loyal Customers,4140.39,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1774,42,Female,Paris,86800.0,4002.4,102.63,39,Haircare,0.04,89,12,0.0461,333.53,Low,1,5,4,154,10,Loyal Customers,6399.77,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1775,18,Female,Dubai,102200.0,3798.35,90.44,42,Makeup,0.09,2,36,0.0372,105.51,Low,5,5,4,554,14,Champions,2024.53,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1776,28,Male,Dubai,40000.0,1634.89,233.56,7,Fragrance,0.09,1,45,0.0409,36.33,Low,5,1,1,511,7,Lost Customers,697.1,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1777,33,Non-Binary,Los Angeles,83700.0,3498.65,129.58,27,Makeup,0.43,6,12,0.0418,291.55,High,5,4,3,543,12,Loyal Customers,5594.26,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1778,35,Male,London,89800.0,4163.13,86.73,48,Bath & Body,0.37,150,32,0.0464,130.1,High,1,5,4,154,10,Loyal Customers,2496.36,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1779,42,Female,Tokyo,66500.0,2845.54,118.56,24,Skincare,0.22,43,32,0.0428,88.92,Moderate,2,4,2,242,8,At Risk,1706.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1780,37,Female,Paris,99100.0,3584.75,137.88,26,Fragrance,0.17,33,53,0.0362,67.64,Low,2,4,3,243,9,Loyal Customers,1297.88,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1781,21,Female,Dubai,37900.0,1644.74,234.96,7,Fragrance,0.6,1,27,0.0434,60.92,High,5,1,1,511,7,Lost Customers,1168.93,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1782,40,Female,Los Angeles,73600.0,3136.8,165.09,19,Makeup,0.18,73,59,0.0426,53.17,Low,1,3,2,132,6,At Risk,1020.23,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1783,42,Female,Milan,58600.0,2623.06,114.05,23,Bath & Body,0.34,58,48,0.0448,54.65,Moderate,1,3,2,132,6,At Risk,1048.62,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1784,42,Female,Los Angeles,73700.0,2868.27,136.58,21,Haircare,0.02,38,45,0.0389,63.74,Low,2,3,2,232,7,At Risk,1223.04,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1785,47,Female,Dubai,135600.0,5058.26,136.71,37,Bath & Body,0.51,14,43,0.0373,117.63,High,4,5,5,455,14,Champions,2257.08,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1786,45,Female,Tokyo,136300.0,4976.03,103.67,48,Fragrance,0.08,2,9,0.0365,552.89,Low,5,5,5,555,15,Champions,10608.85,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1787,41,Female,Milan,129500.0,5374.85,111.98,48,Haircare,0.09,30,49,0.0415,109.69,Low,3,5,5,355,13,Loyal Customers,2104.73,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1788,35,Female,London,68800.0,2657.57,204.43,13,Bath & Body,0.31,44,22,0.0386,120.8,Moderate,2,1,2,212,5,Lost Customers,2317.91,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1789,18,Female,Paris,116800.0,4448.56,101.1,44,Skincare,0.4,3,19,0.0381,234.13,High,5,5,4,554,14,Champions,4492.49,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1790,40,Female,London,88900.0,3463.52,119.43,29,Makeup,0.66,35,5,0.039,692.7,High,2,4,3,243,9,Loyal Customers,13291.53,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1791,38,Female,London,86600.0,3049.21,138.6,22,Bath & Body,0.18,11,49,0.0352,62.23,Low,4,3,2,432,9,Potential Loyalists,1194.07,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1792,38,Male,Los Angeles,82300.0,3121.48,208.1,15,Bath & Body,0.42,50,48,0.0379,65.03,High,2,2,2,222,6,At Risk,1247.8,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1793,21,Female,Paris,146500.0,5995.94,181.7,33,Skincare,0.14,27,42,0.0409,142.76,Low,3,5,5,355,13,Loyal Customers,2739.28,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1794,24,Female,Paris,132800.0,4785.21,199.38,24,Fragrance,0.36,4,38,0.036,125.93,High,5,4,5,545,14,Champions,2416.34,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1795,47,Female,Dubai,111100.0,4099.41,178.24,23,Makeup,0.57,26,28,0.0369,146.41,High,3,3,4,334,10,Loyal Customers,2809.32,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1796,35,Male,Dubai,79000.0,2865.24,191.02,15,Bath & Body,0.39,17,12,0.0363,238.77,High,4,2,2,422,8,Potential Loyalists,4581.52,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1797,43,Female,Paris,86400.0,3496.82,81.32,43,Haircare,0.46,6,36,0.0405,97.13,High,5,5,3,553,13,Loyal Customers,1863.73,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1798,36,Female,Milan,103600.0,4691.64,234.58,20,Bath & Body,0.18,64,16,0.0453,293.23,Low,1,3,5,135,9,Loyal Customers,5626.5,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1799,36,Female,New York,66700.0,2794.69,99.81,28,Makeup,0.2,1,10,0.0419,279.47,Moderate,5,4,2,542,11,Potential Loyalists,5362.47,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1800,46,Female,Dubai,117800.0,4643.03,149.78,31,Bath & Body,0.2,13,57,0.0394,81.46,Moderate,4,4,5,445,13,Champions,1563.05,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1801,30,Female,New York,52800.0,2109.37,210.94,10,Skincare,0.27,1,29,0.04,72.74,Moderate,5,1,1,511,7,Lost Customers,1395.74,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1802,37,Female,Los Angeles,98700.0,3936.01,151.39,26,Bath & Body,0.61,3,12,0.0399,328.0,High,5,4,4,544,13,Champions,6293.66,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1803,30,Male,Milan,22000.0,1638.72,234.1,7,Bath & Body,0.08,12,59,0.0745,27.77,Low,4,1,1,411,6,Lost Customers,532.85,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1804,31,Female,Paris,65700.0,2842.37,157.91,18,Haircare,0.12,1,52,0.0433,54.66,Low,5,2,2,522,9,Potential Loyalists,1048.82,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1805,32,Male,Milan,157700.0,6659.03,229.62,29,Skincare,0.46,31,17,0.0422,391.71,High,3,4,5,345,12,Loyal Customers,7516.13,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1806,38,Male,Dubai,121300.0,5123.34,213.47,24,Skincare,0.34,3,39,0.0422,131.37,Moderate,5,4,5,545,14,Champions,2520.73,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1807,30,Female,London,138700.0,5328.61,242.21,22,Bath & Body,0.52,42,24,0.0384,222.03,High,2,3,5,235,10,Loyal Customers,4260.31,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1808,49,Male,Los Angeles,61600.0,2624.26,238.57,11,Haircare,0.09,1,47,0.0426,55.84,Low,5,1,2,512,8,Potential Loyalists,1071.46,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1809,26,Female,Paris,88600.0,4090.28,227.24,18,Bath & Body,0.21,2,52,0.0462,78.66,Moderate,5,2,4,524,11,Potential Loyalists,1509.33,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1810,33,Female,Tokyo,129900.0,5087.7,203.51,25,Bath & Body,0.07,12,33,0.0392,154.17,Low,4,4,5,445,13,Champions,2958.21,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1811,31,Female,Los Angeles,107200.0,4674.68,141.66,33,Makeup,0.23,79,4,0.0436,1168.67,Moderate,1,5,5,155,11,Loyal Customers,22424.44,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1812,51,Female,New York,102800.0,4698.87,97.89,48,Makeup,0.34,35,47,0.0457,99.98,Moderate,2,5,5,255,12,Loyal Customers,1918.42,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1813,38,Female,Milan,142100.0,5412.23,200.45,27,Haircare,0.28,51,33,0.0381,164.01,Moderate,2,4,5,245,11,Loyal Customers,3147.02,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1814,47,Female,Paris,48600.0,2306.59,256.29,9,Fragrance,0.15,5,16,0.0475,144.16,Low,5,1,1,511,7,Lost Customers,2766.14,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1815,19,Female,Los Angeles,78600.0,3545.0,208.53,17,Makeup,0.35,62,12,0.0451,295.42,High,1,2,3,123,6,At Risk,5668.52,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1816,38,Female,Milan,23600.0,1556.25,222.32,7,Fragrance,0.17,1,32,0.0659,48.63,Low,5,1,1,511,7,Lost Customers,933.11,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1817,45,Female,Paris,46700.0,2362.65,214.79,11,Skincare,0.43,8,38,0.0506,62.18,High,4,1,1,411,6,Lost Customers,1193.11,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1818,36,Female,Dubai,122600.0,4390.96,107.1,41,Makeup,0.71,33,49,0.0358,89.61,High,2,5,4,254,11,Loyal Customers,1719.44,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1819,47,Female,Los Angeles,52900.0,2096.97,123.35,17,Makeup,0.48,16,42,0.0396,49.93,High,4,2,1,421,7,Lost Customers,958.06,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1820,30,Female,Dubai,110700.0,4225.92,136.32,31,Haircare,0.58,145,17,0.0382,248.58,High,1,4,4,144,9,Loyal Customers,4769.75,Silver Tier 🥈,2,Budget Conscious 💄
LUM-1821,51,Male,Los Angeles,143000.0,5869.33,122.28,48,Fragrance,0.33,1,16,0.041,366.83,Moderate,5,5,5,555,15,Champions,7038.73,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1822,61,Female,Dubai,78800.0,2887.39,180.46,16,Makeup,0.36,180,33,0.0366,87.5,High,1,2,2,122,5,At Risk,1678.95,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1823,32,Male,Milan,103200.0,4568.97,240.47,19,Makeup,0.23,34,31,0.0443,147.39,Moderate,2,3,5,235,10,Loyal Customers,2828.12,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1824,31,Female,Tokyo,111000.0,4618.95,209.95,22,Haircare,0.26,28,29,0.0416,159.27,Moderate,3,3,5,335,11,Loyal Customers,3056.07,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1825,51,Female,Los Angeles,42200.0,2323.27,154.88,15,Haircare,0.24,2,23,0.0551,101.01,Moderate,5,2,1,521,8,Lost Customers,1938.18,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1826,53,Female,Los Angeles,63400.0,2440.14,81.34,30,Fragrance,0.45,11,11,0.0385,221.83,High,4,4,2,442,10,Potential Loyalists,4256.47,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1827,30,Female,Dubai,49900.0,2268.19,133.42,17,Skincare,0.23,90,22,0.0455,103.1,Moderate,1,2,1,121,4,At Risk,1978.28,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1828,31,Female,Paris,66200.0,2906.68,170.98,17,Skincare,0.12,15,37,0.0439,78.56,Low,4,2,2,422,8,Potential Loyalists,1507.41,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1829,32,Male,Los Angeles,110100.0,4429.99,134.24,33,Bath & Body,0.22,37,17,0.0402,260.59,Moderate,2,5,4,254,11,Loyal Customers,5000.2,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1830,21,Female,Dubai,64200.0,2835.7,97.78,29,Makeup,0.27,180,26,0.0442,109.07,Moderate,1,4,2,142,7,At Risk,2092.84,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1831,25,Male,London,83800.0,3350.04,152.27,22,Fragrance,0.75,10,51,0.04,65.69,High,4,3,3,433,10,Loyal Customers,1260.46,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1832,24,Male,Dubai,48500.0,2238.06,124.34,18,Makeup,0.21,30,59,0.0461,37.93,Moderate,3,2,1,321,6,Need Attention,727.8,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1833,27,Male,Milan,127900.0,5286.57,229.85,23,Fragrance,0.19,41,18,0.0413,293.7,Low,2,3,5,235,10,Loyal Customers,5635.52,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1834,35,Male,Tokyo,65900.0,2456.55,98.26,25,Fragrance,0.62,6,38,0.0373,64.65,High,5,4,2,542,11,Potential Loyalists,1240.5,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1835,38,Female,London,138300.0,5804.62,120.93,48,Fragrance,0.15,5,13,0.042,446.51,Low,5,5,5,555,15,Champions,8567.63,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1836,53,Female,Milan,87100.0,3843.07,80.06,48,Makeup,0.16,21,59,0.0441,65.14,Low,3,5,4,354,12,Loyal Customers,1249.91,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1837,25,Female,Milan,35800.0,1463.44,133.04,11,Haircare,0.47,17,10,0.0409,146.34,High,4,1,1,411,6,Lost Customers,2807.97,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1838,46,Female,Milan,79000.0,3380.15,187.79,18,Makeup,0.17,43,5,0.0428,676.03,Low,2,2,3,223,7,At Risk,12971.66,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1839,33,Female,Paris,47800.0,2443.45,203.62,12,Fragrance,0.45,2,21,0.0511,116.35,High,5,1,2,512,8,Potential Loyalists,2232.52,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1840,35,Female,Milan,105600.0,3825.41,159.39,24,Bath & Body,0.3,125,48,0.0362,79.7,Moderate,1,4,4,144,9,Loyal Customers,1529.28,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1841,43,Female,Paris,75900.0,3169.09,198.07,16,Skincare,0.23,1,43,0.0418,73.7,Moderate,5,2,3,523,10,Potential Loyalists,1414.16,Bronze Tier 🥉,3,At-Risk Customers ⚠️
